course_code,course_name,section_number,course_type,course_hours,course_gender,course_day,course_time,final_exam_day,final_exam_date,final_exam_time,lecturer
104 فيز,فيزياء عامه (2),81687,عملي,ذكر,مفتوحة,"['2', '2']","['08:00-09:05', '09:15-10:20']",---,---,---,['لم يحدد من الكلية']
104 فيز,فيزياء عامه (2),81688,عملي,ذكر,مفتوحة,"['2', '2']","['08:00-09:05', '09:15-10:20']",---,---,---,['لم يحدد من الكلية']
104 فيز,فيزياء عامه (2),81689,محاضرة,4,ذكر,['135'],['11:45-12:50'],2,1444-11-23,08:00 ص - 11:00 ص,['ابوبكر احمد محمد صديق']
104 فيز,فيزياء عامه (2),81690,عملي,ذكر,مفتوحة,"['4', '4']","['10:30-11:35', '11:45-12:50']",---,---,---,['لم يحدد من الكلية']
104 فيز,فيزياء عامه (2),81691,عملي,ذكر,مفتوحة,"['4', '4']","['10:30-11:35', '11:45-12:50']",---,---,---,['لم يحدد من الكلية']
104 فيز,فيزياء عامه (2),81692,محاضرة,4,ذكر,['135'],['10:30-11:35'],2,1444-11-23,08:00 ص - 11:00 ص,['ايمن محمد حمد السماعيل']
104 فيز,فيزياء عامه (2),81694,عملي,ذكر,مفتوحة,"['4', '4']","['08:00-09:05', '09:15-10:20']",---,---,---,['لم يحدد من الكلية']
104 فيز,فيزياء عامه (2),81693,عملي,ذكر,مفتوحة,"['4', '4']","['08:00-09:05', '09:15-10:20']",---,---,---,['لم يحدد من الكلية']
104 فيز,فيزياء عامه (2),81695,محاضرة,4,ذكر,['135'],['02:45-03:50'],2,1444-11-23,08:00 ص - 11:00 ص,['عبدالله عبدالرحمن ابراهيم البسام']
104 فيز,فيزياء عامه (2),81696,عملي,ذكر,مفتوحة,"['4', '4']","['01:30-02:35', '02:45-03:50']",---,---,---,['لم يحدد من الكلية']
104 فيز,فيزياء عامه (2),81697,عملي,ذكر,مفتوحة,"['4', '4']","['01:30-02:35', '02:45-03:50']",---,---,---,['لم يحدد من الكلية']
